,time,open,high,low,close,tick_volume,spread,real_volume,piercing,dark_cloud,morning_star,evening_star,hammer,hanging_man,shooting_star,inverted_hammer,bullish_engulfing,morning_doji_star,evening_doji_star,belt_hold,counter_attack,doji,harami,harami_cross,three_black_crows,three_white_soldiers,advancing_block,stalled_pattern,unique_three_river,upside_gap_two_crows,tasuki_gap,separating_lines,rising_falling_three_methods
87,2022-08-10 00:30:00,1.02116,1.02121,1.02107,1.02118,50,28,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
88,2022-08-10 00:45:00,1.02118,1.0213700000000001,1.02104,1.0212,103,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
89,2022-08-10 01:00:00,1.02121,1.02128,1.02109,1.02119,290,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
90,2022-08-10 01:15:00,1.0212,1.02143,1.02119,1.02131,158,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2022-08-10 01:30:00,1.02131,1.02135,1.02118,1.02119,136,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2022-08-10 01:45:00,1.02119,1.02131,1.02053,1.02061,391,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2022-08-10 02:00:00,1.02058,1.02085,1.02053,1.02082,319,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2022-08-10 02:15:00,1.02082,1.02097,1.02079,1.02087,197,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2022-08-10 02:30:00,1.02088,1.02094,1.02052,1.02081,260,8,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2022-08-10 02:45:00,1.02081,1.02093,1.02074,1.0208,200,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
97,2022-08-10 03:00:00,1.0208,1.02085,1.02034,1.02051,468,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2022-08-10 03:15:00,1.0205,1.02064,1.02034,1.02037,398,8,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2022-08-10 03:30:00,1.02037,1.02059,1.02028,1.02051,278,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2022-08-10 03:45:00,1.02051,1.02095,1.02041,1.02077,525,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2022-08-10 04:00:00,1.02077,1.02105,1.02074,1.02081,235,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2022-08-10 04:15:00,1.0208,1.02097,1.02053,1.02081,290,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
103,2022-08-10 04:30:00,1.02081,1.02146,1.0207,1.02141,484,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2022-08-10 04:45:00,1.02143,1.02162,1.02109,1.02119,416,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2022-08-10 05:00:00,1.02119,1.0215,1.02105,1.02144,512,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2022-08-10 05:15:00,1.02144,1.02153,1.02129,1.02144,435,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
107,2022-08-10 05:30:00,1.02147,1.02167,1.02147,1.02162,307,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2022-08-10 05:45:00,1.02162,1.02192,1.02161,1.02181,319,8,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2022-08-10 06:00:00,1.02181,1.02184,1.02152,1.02156,320,8,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2022-08-10 06:15:00,1.02156,1.02183,1.02139,1.02145,228,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2022-08-10 06:30:00,1.02145,1.02146,1.02121,1.0213,158,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2022-08-10 06:45:00,1.0213,1.02146,1.02128,1.02139,205,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2022-08-10 07:00:00,1.0214,1.02148,1.02127,1.02127,162,8,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2022-08-10 07:15:00,1.02127,1.02143,1.02118,1.0213,189,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
115,2022-08-10 07:30:00,1.0213,1.02157,1.02129,1.02156,252,8,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2022-08-10 07:45:00,1.02156,1.02164,1.02127,1.0213,216,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2022-08-10 08:00:00,1.0213,1.02149,1.0213,1.02138,204,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2022-08-10 08:15:00,1.0213700000000001,1.02152,1.0213,1.02138,158,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
119,2022-08-10 08:30:00,1.02138,1.02185,1.02138,1.02171,203,8,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2022-08-10 08:45:00,1.02171,1.02173,1.02114,1.02117,366,8,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2022-08-10 09:00:00,1.02117,1.02145,1.02092,1.02122,615,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2022-08-10 09:15:00,1.02122,1.02122,1.02068,1.0207,595,8,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2022-08-10 09:30:00,1.02071,1.0209,1.02055,1.02088,547,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
124,2022-08-10 09:45:00,1.02084,1.02119,1.02051,1.02114,462,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2022-08-10 10:00:00,1.02114,1.0218,1.02081,1.02098,1108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2022-08-10 10:15:00,1.02098,1.0215,1.02081,1.02119,1123,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2022-08-10 10:30:00,1.02119,1.02134,1.02088,1.02112,744,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2022-08-10 10:45:00,1.02112,1.02155,1.02105,1.02106,709,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2022-08-10 11:00:00,1.02107,1.02116,1.02018,1.02038,936,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2022-08-10 11:15:00,1.02038,1.02145,1.02024,1.0213700000000001,782,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2022-08-10 11:30:00,1.02136,1.02259,1.02114,1.02235,969,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2022-08-10 11:45:00,1.02235,1.02238,1.02171,1.02222,766,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2022-08-10 12:00:00,1.02221,1.02236,1.0217,1.02211,635,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2022-08-10 12:15:00,1.02211,1.02273,1.02211,1.02273,889,8,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2022-08-10 12:30:00,1.02273,1.02307,1.02226,1.02231,786,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2022-08-10 12:45:00,1.02231,1.02302,1.02216,1.02271,600,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2022-08-10 13:00:00,1.02271,1.02301,1.02227,1.023,529,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2022-08-10 13:15:00,1.02299,1.02305,1.02259,1.02265,791,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2022-08-10 13:30:00,1.02264,1.02373,1.02251,1.02372,875,8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2022-08-10 13:45:00,1.02373,1.02452,1.02349,1.02415,852,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2022-08-10 14:00:00,1.02415,1.02427,1.02353,1.0238,862,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2022-08-10 14:15:00,1.0238,1.02502,1.02341,1.02488,1061,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2022-08-10 14:30:00,1.02485,1.02498,1.02434,1.02469,864,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0
144,2022-08-10 14:45:00,1.02468,1.02607,1.02446,1.02582,1364,8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2022-08-10 15:00:00,1.0258099999999999,1.02589,1.02511,1.02513,1034,8,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0
146,2022-08-10 15:15:00,1.02514,1.02572,1.02413,1.02413,1432,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2022-08-10 15:30:00,1.02402,1.03462,1.02393,1.03373,5846,7,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
